FACTORY,WORK_SHAPE,INPUT_ED,INPUT_LENGTH,INPUT_QTY,DIRECTION_ED,OUTPUT_ED,STEEL_CATEGORY,WORK_START_DT,WORK_END_DT
F1,1,154,7450,3,148,148.5,2929,2017-01-02 7:00,2017-01-02 7:40
F1,1,154,7450,3,148,148.5,2929,2017-01-02 7:40,2017-01-02 8:20
F1,1,154,7450,3,148,148.5,2929,2017-01-02 8:20,2017-01-02 9:00
F1,1,154,7450,3,148,148.5,2929,2017-01-02 9:00,2017-01-02 9:40
F1,1,154,7450,3,148,148.5,2929,2017-01-02 9:40,2017-01-02 10:20
F1,1,154,7450,3,148,148.5,2929,2017-01-02 10:20,2017-01-02 11:00
F1,1,154,7450,3,148,148.5,2929,2017-01-02 11:00,2017-01-02 11:40
F1,1,155,7450,3,148,148.5,2929,2017-01-02 11:40,2017-01-02 12:20
F1,1,155,7450,3,148,148.5,2929,2017-01-02 12:20,2017-01-02 13:00
F1,1,155,7450,3,148,148.5,2929,2017-01-02 13:00,2017-01-02 13:40
F1,1,155,7450,3,148,148.6,2929,2017-01-02 13:40,2017-01-02 14:20
F1,2,154,7800,3,148,148.6,2929,2017-01-02 14:20,2017-01-02 15:15
F1,2,154,7450,3,148,148.6,2929,2017-01-02 15:15,2017-01-02 15:55
F1,2,154,7600,3,148,148.6,2929,2017-01-02 15:55,2017-01-02 16:35
F1,2,154,7450,3,148,148.6,2929,2017-01-02 16:35,2017-01-02 17:15
F1,2,154,7700,3,148,148.6,2929,2017-01-02 17:15,2017-01-02 18:05
F1,2,154,7700,3,148,148.6,2929,2017-01-02 18:05,2017-01-02 18:55
F1,2,154,7700,3,148,148.6,2929,2017-01-02 18:55,2017-01-02 19:45
F1,2,154,7700,3,148,148.6,2929,2017-01-02 19:45,2017-01-02 20:35
F1,2,154,7700,3,148,148.6,2929,2017-01-02 20:35,2017-01-02 21:25
F1,2,154,7700,3,148,148.5,2929,2017-01-02 21:25,2017-01-02 22:15
F1,2,154,7300,3,148,148.5,2929,2017-01-02 22:15,2017-01-02 22:55
F1,3,154,7700,3,148,148.5,2929,2017-01-02 22:55,2017-01-02 23:45
F1,3,154,7700,3,148,148.5,2929,2017-01-02 23:45,2017-01-03 0:35
F1,3,154,7700,3,148,148.5,2929,2017-01-03 0:35,2017-01-03 1:25
F1,3,154,7700,3,148,148.5,2929,2017-01-03 1:25,2017-01-03 2:15
F1,3,154,7700,3,148,148.5,2929,2017-01-03 2:15,2017-01-03 3:05
F1,3,154,7700,3,148,148.5,2929,2017-01-03 3:05,2017-01-03 3:55
F1,3,154,7700,3,148,148.5,2929,2017-01-03 3:55,2017-01-03 4:45
F1,3,154,7700,3,148,148.5,2929,2017-01-03 4:45,2017-01-03 5:35
F1,3,154,7700,3,148,148.5,2929,2017-01-03 5:35,2017-01-03 6:25
F1,1,154,7700,2,148,148.5,2929,2017-01-03 6:25,2017-01-03 7:05
F1,1,154,7700,1,148,148.5,3021,2017-01-03 7:05,2017-01-03 7:15
F1,1,154,7700,3,148,148.5,2929,2017-01-03 7:15,2017-01-03 8:05
F1,1,154,7700,300,148,148.5,2929,2017-01-03 8:05,2017-01-03 8:55
F1,1,154,7700,3,148,148.5,2929,2017-01-03 8:55,2017-01-03 9:45
F1,1,154,7700,3,148,148.6,2929,2017-01-03 9:45,2017-01-03 10:35
F1,1,154,7700,3,148,148.6,2929,2017-01-03 10:35,2017-01-03 11:25
F1,1,154,7700,3,148,148.6,2929,2017-01-03 11:25,2017-01-03 12:15
F1,1,154,7450,3,148,148.6,2929,2017-01-03 12:15,2017-01-03 12:55
F1,1,154,7450,3,148,148.6,2929,2017-01-03 12:55,2017-01-03 13:35
F1,1,155,7450,3,148,148.6,2929,2017-01-03 13:35,2017-01-03 14:15
F1,1,155,7450,3,148,148.5,2929,2017-01-03 14:15,2017-01-03 14:55
F1,2,154,7450,3,148,148.5,2929,2017-01-03 14:55,2017-01-03 15:35
F1,2,154,7450,3,148,148.5,2929,2017-01-03 15:35,2017-01-03 16:15
F1,2,155,7450,3,148,148.5,2929,2017-01-03 16:15,2017-01-03 16:55
F1,2,154,7300,3,148,148,3021,2017-01-03 16:55,2017-01-03 17:21
F1,2,154,7450,3,148,148,2931,2017-01-03 17:21,2017-01-06 21:38
F1,2,154,7700,3,148,148.5,3021,2017-01-06 21:38,2017-01-06 22:00
F1,2,154,7700,3,148,148.5,3021,2017-01-06 22:00,2017-01-06 22:28
F1,2,154,7700,3,148,148.3,3021,2017-01-06 22:28,2017-01-06 22:51
F1,3,154,7450,3,148,148,2931,2017-01-06 22:51,2017-01-07 6:12
F1,3,154,7700,3,148,148,3021,2017-01-07 6:12,2017-01-07 6:40
F1,1,154,7600,3,148,148,2929,2017-01-07 6:40,2017-01-07 7:20
F1,1,154,7600,3,148,148,3021,2017-01-07 7:20,2017-01-07 7:44
F1,1,154,7450,3,148,148,3021,2017-01-07 7:44,2017-01-07 8:11
F1,1,154,7450,3,148,148,3021,2017-01-07 8:11,2017-01-07 8:34
F1,1,154,7450,3,148,148,3021,2017-01-07 8:34,2017-01-07 8:55
F1,1,154,7450,3,148,148,3021,2017-01-07 8:55,2017-01-07 9:17
F1,1,154,7600,3,148,148,3021,2017-01-07 9:17,2017-01-07 9:45
F1,1,154,7450,3,148,148,3021,2017-01-07 9:45,2017-01-07 10:06
F1,1,154,7300,3,148,148,3021,2017-01-07 10:06,2017-01-07 10:31
F1,1,154,7450,3,148,148,3021,2017-01-07 10:31,2017-01-07 10:59
F1,1,154,7700,3,148,148,3021,2017-01-07 10:59,2017-01-07 11:24
F1,1,154,7450,3,148,148,3021,2017-01-07 11:24,2017-01-07 11:49
F1,1,154,7600,3,148,148,3021,2017-01-07 11:49,2017-01-07 12:15
F1,1,154,7600,3,148,148,3021,2017-01-07 12:15,2017-01-07 12:45
F1,1,154,7600,3,148,148,3021,2017-01-07 12:45,2017-01-07 13:14
F1,1,154,7450,3,148,148,3021,2017-01-07 13:14,2017-01-07 13:35
F1,1,154,7450,3,148,148,3021,2017-01-07 13:35,2017-01-07 13:59
F1,1,154,7450,3,148,148,3021,2017-01-07 13:59,2017-01-07 14:22
F1,1,154,7450,3,148,148,3021,2017-01-07 14:22,2017-01-07 14:49
F1,2,154,7450,3,148,148,3021,2017-01-07 14:49,2017-01-07 15:16
F1,2,154,7700,3,148,148,3021,2017-01-07 15:16,2017-01-07 15:36
F1,2,154,7450,3,148,148,2931,2017-01-07 15:36,2017-01-07 17:16
F1,2,154,7500,3,148,148,3021,2017-01-07 17:16,2017-01-07 17:41
F1,2,154,7450,3,148,148,3021,2017-01-07 17:41,2017-01-07 18:05
F1,2,154,7450,3,148,148,3021,2017-01-07 18:05,2017-01-07 18:31
F1,2,155,7450,3,148,148,3021,2017-01-07 18:31,2017-01-07 18:58
F1,3,154,7450,3,148,148,2931,2017-01-07 18:58,2017-01-08 3:54
F1,3,154,7700,3,148,148,3021,2017-01-08 3:54,2017-01-08 4:17
F1,3,154,7700,3,148,148,3021,2017-01-08 4:17,2017-01-08 4:41
F1,3,154,7450,3,148,148,3021,2017-01-08 4:41,2017-01-08 5:06
F1,3,154,7400,3,148,148,3021,2017-01-08 5:06,2017-01-08 5:32
F1,3,154,7600,3,148,148,3021,2017-01-08 5:32,2017-01-08 5:52
F1,3,154,7450,3,148,148,3021,2017-01-08 5:52,2017-01-08 6:16
F1,3,154,7700,3,148,148,3021,2017-01-08 6:16,2017-01-08 6:46
F1,1,154,7700,3,148,148.6,2929,2017-01-08 6:46,2017-01-08 7:36
F1,1,154,7700,3,148,148.6,2929,2017-01-08 7:36,2017-01-08 8:26
F1,1,154,7700,3,148,148.6,2929,2017-01-08 8:26,2017-01-08 9:16
F1,1,154,7700,3,148,148.6,2929,2017-01-08 9:16,2017-01-08 10:06
F1,1,154,7700,3,148,148.6,2929,2017-01-08 10:06,2017-01-08 10:56
F1,1,154,7700,3,148,148.6,2929,2017-01-08 10:56,2017-01-08 11:46
F1,1,154,7700,3,148,148.6,2929,2017-01-08 11:46,2017-01-08 12:36
F1,1,154,7700,3,148,148.6,2929,2017-01-08 12:36,2017-01-08 13:26
F1,1,154,7700,3,148,148.6,2929,2017-01-08 13:26,2017-01-08 14:16
F1,1,154,7450,3,148,148,2929,2017-01-08 14:16,2017-01-08 14:56
F1,2,154,7450,3,148,148,2931,2017-01-08 14:56,2017-01-08 16:36
F1,2,154,7700,3,148,148,2929,2017-01-08 16:36,2017-01-08 17:26
F1,2,154,7600,3,148,148,2929,2017-01-08 17:26,2017-01-08 18:06
F1,2,154,7450,3,148,148,2929,2017-01-08 18:06,2017-01-08 18:46
F1,2,154,7700,3,148,148,2929,2017-01-08 18:46,2017-01-08 19:36
F1,2,154,7700,3,148,148,2929,2017-01-08 19:36,2017-01-08 20:26
F1,2,154,7700,3,148,148,2929,2017-01-08 20:26,2017-01-08 21:16
F1,2,154,7700,3,148,148,2929,2017-01-08 21:16,2017-01-08 22:06
F1,2,154,7700,3,148,148.5,2929,2017-01-08 22:06,2017-01-08 22:56
F1,3,154,7700,3,148,148.5,2929,2017-01-08 23:46,2017-01-08 22:56
F1,3,154,7700,3,148,148.5,2929,2017-01-08 23:46,2017-01-09 0:36
F1,3,154,7700,3,148,148,3021,2017-01-09 0:36,2017-01-09 0:59
F1,3,154,7700,3,148,148,3021,2017-01-09 0:59,2017-01-09 1:25
F1,3,154,7700,3,148,148,2931,2017-01-09 1:25,2017-01-09 3:05
F1,3,154,7600,3,148,148,2929,2017-01-09 3:05,2017-01-09 3:45
F1,3,154,7600,3,148,148,2929,2017-01-09 3:45,2017-01-09 4:25
F1,3,154,7600,3,148,148,2929,2017-01-09 4:25,2017-01-09 5:05
F1,3,154,7600,3,148,148.6,2929,2017-01-09 5:05,2017-01-09 5:45
F1,3,154,7700,3,148,148.6,2929,2017-01-09 5:45,2017-01-09 6:35
F1,1,154,7700,3,148,148.6,2929,2017-01-09 6:35,2017-01-09 7:25
F1,1,154,7600,3,148,148.6,2929,2017-01-09 7:25,2017-01-09 8:05
F1,1,154,7600,3,148,148.6,2929,2017-01-09 8:05,2017-01-09 8:45
F1,1,154,7700,3,148,148.6,2929,2017-01-09 8:45,2017-01-09 9:35
F1,1,154,7700,3,148,148.6,2929,2017-01-09 9:35,2017-01-09 10:25
F1,1,154,6600,4,148,148.6,2929,2017-01-09 10:25,2017-01-09 11:20
F1,1,154,7300,3,148,148.6,2929,2017-01-09 11:20,2017-01-09 12:00
F1,1,154,5900,4,148,148,2929,2017-01-09 12:00,2017-01-09 12:55
F1,1,154,7450,3,148,148,2929,2017-01-09 12:55,2017-01-09 13:35
F1,1,154,7450,3,148,148,2929,2017-01-09 12:55,2017-01-09 13:35
F1,1,154,7700,3,148,148,2929,2017-01-09 13:35,2017-01-09 14:25
F1,2,154,7700,3,148,148,2929,2017-01-09 14:25,2017-01-09 15:15
F1,2,154,7700,3,148,148,2929,2017-01-09 15:15,2017-01-09 16:05
F1,2,154,7600,3,148,148,2929,2017-01-09 16:05,2017-01-09 16:45
F1,2,154,7600,3,148,148,2929,2017-01-09 17:25,2017-01-09 16:45
F1,2,154,7700,3,148,148,2931,2017-01-09 17:25,2017-01-09 19:05
F1,2,154,7700,3,148,148,2931,2017-01-09 19:05,2017-01-09 20:45
F1,2,214,6000,2,205,205.2,2931,2017-01-09 20:45,2017-01-09 21:45
F1,2,214,6000,2,205,205.2,2929,2017-01-09 21:45,2017-01-09 22:22
F1,3,214,6000,2,205,205.2,2929,2017-01-09 22:22,2017-01-09 23:00
F1,3,214,6000,2,204,204.5,2931,2017-01-09 23:00,2017-01-10 0:00
F1,3,214,6000,2,205,205.2,2929,2017-01-10 0:00,2017-01-10 0:38
F1,3,214,5650,2,205,205.2,2929,2017-01-10 0:38,2017-01-10 1:15
F1,3,214,6100,2,205,205.2,2929,2017-01-10 1:15,2017-01-10 1:55
F1,3,214,5900,2,205,205.2,2929,2017-01-10 1:55,2017-01-10 2:34
F1,3,214,5900,2,205,205.2,2929,2017-01-10 2:34,2017-01-10 3:13
F1,3,214,6000,2,205,205.2,2929,2017-01-10 3:13,2017-01-10 3:52
F1,3,214,6000,2,205,205.2,2929,2017-01-10 3:52,2017-01-10 4:30
F1,3,214,7300,2,205,205.2,2931,2017-01-10 4:30,2017-01-10 5:30
F1,3,214,5900,2,205,205.2,2931,2017-01-10 5:30,2017-01-10 6:30
F1,1,214,6000,2,204,204.5,2929,2017-01-10 6:30,2017-01-10 7:07
F1,1,214,6000,2,204,204.5,2929,2017-01-10 7:07,2017-01-10 7:45
F1,1,214,6000,2,204,204.5,2929,2017-01-10 7:45,2017-01-10 8:23
F1,1,214,5650,2,204,204.5,2929,2017-01-10 8:23,2017-01-10 8:58
F1,1,214,5800,2,204,204.5,2931,2017-01-10 8:58,2017-01-10 9:58
F1,1,214,6000,2,204,204.5,2931,2017-01-10 9:58,2017-01-10 10:58
F1,1,154,7600,3,148,148.5,2929,2017-01-10 10:58,2017-01-10 11:38
F1,1,154,6200,3,148,148.5,2929,2017-01-10 11:38,2017-01-10 12:32
F1,1,154,7600,3,148,148.5,2929,2017-01-10 12:32,2017-01-10 13:12
F1,1,154,7600,3,148,148.5,2929,2017-01-10 13:12,2017-01-10 13:52
F1,1,154,7450,3,148,148.5,2929,2017-01-10 13:52,2017-01-10 14:32
F1,2,154,7600,3,148,148.5,2929,2017-01-10 14:32,2017-01-10 15:12
F1,2,154,7700,3,148,148.5,2929,2017-01-10 15:12,2017-01-10 16:02
F1,2,154,7700,3,148,148.5,2929,2017-01-10 16:02,2017-01-10 16:52
F1,2,154,7700,3,148,148.5,2929,2017-01-10 16:52,2017-01-10 17:42
F1,2,154,7700,3,148,148.5,2929,2017-01-10 17:42,2017-01-10 18:32
F1,2,154,7700,3,148,148.6,2929,2017-01-10 18:32,2017-01-10 19:22
F1,2,154,7700,3,148,148.6,2929,2017-01-10 19:22,2017-01-10 20:12
F1,2,154,7600,3,148,148.6,2929,2017-01-10 20:12,2017-01-10 20:52
F1,2,154,7600,3,148,148.6,2929,2017-01-10 20:52,2017-01-10 21:32
F1,2,154,7600,3,148,148.6,2929,2017-01-10 21:32,2017-01-10 22:12
F1,2,154,7600,3,148,148.6,2929,2017-01-10 22:12,2017-01-10 22:52
F1,3,154,7700,3,148,148.6,2929,2017-01-10 22:52,2017-01-10 23:42
F1,3,154,7600,3,148,148.6,2929,2017-01-10 23:42,2017-01-11 0:22
F1,3,154,7600,3,148,148.6,2929,2017-01-11 0:22,2017-01-11 1:02
F1,3,154,7600,3,148,148,2929,2017-01-11 1:02,2017-01-11 1:42
F1,3,154,7600,3,148,148,2929,2017-01-11 1:42,2017-01-11 2:22
F1,3,154,7450,3,148,148,2931,2017-01-11 2:22,2017-01-11 4:02
F1,3,154,7300,3,148,148,2929,2017-01-11 4:02,2017-01-11 4:42
F1,3,154,7600,3,148,148,2929,2017-01-11 4:42,2017-01-11 5:22
F1,3,154,7600,3,148,148,2929,2017-01-11 5:22,2017-01-11 6:02
F1,3,154,7600,3,148,148,2929,2017-01-11 6:02,2017-01-11 6:42
F1,3,154,7600,3,148,148,2929,2017-01-11 6:02,2017-01-11 6:42
F1,1,154,7600,3,148,148,2929,2017-01-11 6:42,2017-01-11 7:22
F1,1,154,7600,3,148,148,2929,2017-01-11 7:22,2017-01-11 8:02
F1,1,154,7700,3,148,148.5,2929,2017-01-11 8:02,2017-01-11 8:52
F1,1,154,7700,3,148,148.5,2929,2017-01-11 8:52,2017-01-11 9:42
F1,1,154,6300,3,148,148.5,2929,2017-01-11 9:42,2017-01-11 10:37
F1,1,154,7450,3,148,148.5,2929,2017-01-11 10:37,2017-01-11 11:17
F1,1,154,7450,3,148,148.5,2929,2017-01-11 11:17,2017-01-11 11:57
F1,1,154,7600,3,148,148.5,2929,2017-01-11 11:57,2017-01-11 12:37
F1,1,154,7600,3,148,148.5,2929,2017-01-11 12:37,2017-01-11 13:17
F1,1,154,7450,3,148,148.5,2929,2017-01-11 13:17,2017-01-11 13:57
F1,1,154,7600,3,148,148.5,2929,2017-01-11 13:57,2017-01-11 14:37
F1,2,154,7600,3,148,148.5,2929,2017-01-11 14:37,2017-01-11 15:17
F1,2,155,7500,1,148,148,2929,2017-01-11 15:17,2017-01-11 15:47
F1,2,154,7600,3,148,148,3021,2017-01-11 15:47,2017-01-11 16:12
F1,2,154,7700,3,148,148,2929,2017-01-11 16:12,2017-01-11 17:02
F1,2,154,7600,3,148,148,3021,2017-01-11 17:02,2017-01-11 17:29
F1,2,154,7450,3,148,148,2929,2017-01-11 17:29,2017-01-11 18:09
F1,2,154,7450,3,148,148,2929,2017-01-11 18:09,2017-01-11 18:49
F1,2,154,7600,3,148,148,2929,2017-01-11 18:49,2017-01-11 19:29
F1,2,154,7600,3,148,148,2931,2017-01-11 19:29,2017-01-11 21:09
F1,2,154,7600,3,148,148,2931,2017-01-11 21:09,2017-01-11 22:49
F1,3,154,7450,3,148,148,2929,2017-01-11 22:49,2017-01-11 23:29
F1,3,154,7600,3,148,148,2929,2017-01-11 23:29,2017-01-12 0:09
F1,3,154,7700,3,148,148,2931,2017-01-12 0:09,2017-01-12 1:49
F1,3,154,7600,3,148,148,2929,2017-01-12 1:49,2017-01-12 2:29
F1,3,154,7700,3,148,148,2929,2017-01-12 2:29,2017-01-12 3:19
F1,3,154,7700,3,148,148,2929,2017-01-12 3:19,2017-01-12 4:09
F1,3,154,7700,3,148,148,2929,2017-01-12 4:09,2017-01-12 4:59
F1,3,154,7700,3,148,148,2929,2017-01-12 4:59,2017-01-12 5:49
F1,3,154,7600,3,148,148.6,2929,2017-01-12 5:49,2017-01-12 6:29
F1,1,154,7600,3,148,148.6,2929,2017-01-12 6:29,2017-01-12 7:09
F1,1,154,7600,3,148,148.6,2929,2017-01-12 7:09,2017-01-12 7:49
F1,1,154,7600,3,148,148.6,2929,2017-01-12 7:49,2017-01-12 8:29
F1,1,154,7600,3,148,148.6,2929,2017-01-12 8:29,2017-01-12 9:09
F1,1,154,7600,3,148,148.6,2929,2017-01-12 9:09,2017-01-12 9:49
F1,1,154,7600,3,148,148.6,2929,2017-01-12 9:49,2017-01-12 10:29
F1,1,154,7600,3,148,148.6,2929,2017-01-12 10:29,2017-01-12 11:09
F1,1,154,7600,3,148,148.6,2929,2017-01-12 10:29,2017-01-12 11:09
F1,1,154,7600,3,148,148.6,2929,2017-01-12 11:09,2017-01-12 11:49
F1,1,154,7700,3,148,148.5,2929,2017-01-12 11:49,2017-01-12 12:39
F1,1,154,7700,3,148,148.5,2929,2017-01-12 11:49,2017-01-12 12:39
F1,1,154,7450,3,148,148.5,2929,2017-01-12 12:39,2017-01-12 13:19
F1,1,154,7600,3,148,148.5,2929,2017-01-12 13:19,2017-01-12 13:59
F1,1,154,7500,3,148,148.5,2929,2017-01-12 13:59,2017-01-12 14:39
F1,2,154,7700,3,148,148.5,2929,2017-01-12 14:39,2017-01-12 15:29
F1,2,154,7700,3,148,148.5,2929,2017-01-12 15:29,2017-01-12 16:19
F1,2,154,7600,3,148,148.5,2929,2017-01-12 16:19,2017-01-12 16:59
F1,2,154,7700,3,148,148.5,2929,2017-01-12 16:59,2017-01-12 17:49
F1,2,154,7700,3,148,148.5,2931,2017-01-12 17:49,2017-01-12 19:29
F1,2,154,7450,3,148,148.5,2931,2017-01-12 19:29,2017-01-12 21:09
F1,2,154,7600,3,148,148.5,2931,2017-01-12 21:09,2017-01-12 22:49
F1,3,154,7600,3,148,148.5,2931,2017-01-12 22:49,2017-01-13 0:29
F1,3,154,7700,3,148,148.5,2931,2017-01-13 0:29,2017-01-13 2:09
F1,3,154,7600,3,148,148.5,2931,2017-01-13 2:09,2017-01-13 3:49
F1,3,154,7450,3,148,148.5,2931,2017-01-13 3:49,2017-01-13 5:29
F1,1,154,7450,3,148,148.5,2931,2017-01-13 5:29,2017-01-13 8:29
F1,1,154,7700,3,148,148.5,2929,2017-01-13 8:29,2017-01-13 9:19
F1,1,175,5900,3,168,168.5,2931,2017-01-13 9:19,2017-01-13 10:39
F1,1,175,7000,2,168,168.5,2931,2017-01-13 10:39,2017-01-13 11:39
F1,1,175,6000,3,168,168.5,2929,2017-01-13 11:39,2017-01-13 12:29
F1,1,175,5600,3,168,168.5,2929,2017-01-13 12:29,2017-01-13 13:14
F1,1,175,5600,3,168,168.5,2929,2017-01-13 12:29,2017-01-13 13:14
F1,1,175,6200,3,168,168.5,2929,2017-01-13 13:14,2017-01-13 14:08
F1,1,175,6000,3,168,168.5,2929,2017-01-13 14:08,2017-01-13 14:58
F1,2,175,5700,3,168,168.5,2929,2017-01-13 14:58,2017-01-13 15:43
F1,2,175,5700,3,168,168.5,3021,2017-01-13 16:03,2017-01-13 15:43
F1,2,175,6000,3,168,168.6,2929,2017-01-13 16:03,2017-01-13 16:53
F1,2,175,5500,3,168,168.6,2929,2017-01-13 16:53,2017-01-13 17:38
F1,2,175,5600,3,168,168.6,2929,2017-01-13 17:38,2017-01-13 18:23
F1,2,175,7900,2,168,168.6,2929,2017-01-13 18:23,2017-01-13 19:03
F1,2,175,8000,2,168,168.6,2929,2017-01-13 19:03,2017-01-13 19:43
F1,2,175,6100,3,168,168.6,2929,2017-01-13 19:43,2017-01-13 20:33
F1,2,175,6100,3,168,168.6,2929,2017-01-13 20:33,2017-01-13 21:23
F1,2,175,8000,2,168,168.6,2929,2017-01-13 21:23,2017-01-13 22:03
F1,2,175,6740,1,168,168.5,2931,2017-01-13 22:03,2017-01-13 22:43
F1,3,175,6740,3,168,168.5,2931,2017-01-13 22:43,2017-01-14 0:03
F1,3,175,5900,3,168,168.5,2929,2017-01-14 0:03,2017-01-14 0:48
F1,3,175,5900,3,168,168.5,2929,2017-01-14 0:48,2017-01-14 1:33
F1,3,175,5900,3,168,168.5,3021,2017-01-14 1:33,2017-01-14 1:53
F1,3,175,5900,3,168,168.5,2929,2017-01-14 1:53,2017-01-14 2:38
F1,3,175,5900,3,168,168.5,2931,2017-01-14 2:38,2017-01-14 3:58
F1,3,175,5800,3,168,168.6,2929,2017-01-14 3:58,2017-01-14 4:43
F1,3,175,5900,3,168,168.6,2929,2017-01-14 4:43,2017-01-14 5:28
F1,3,175,5900,3,168,168.6,2929,2017-01-14 5:28,2017-01-14 6:13
F1,3,175,5900,3,168,168.6,2929,2017-01-14 6:13,2017-01-14 6:58
F1,1,175,6000,3,168,168.6,2929,2017-01-14 6:58,2017-01-14 7:48
F1,1,175,5900,3,168,168.6,2929,2017-01-14 7:48,2017-01-14 8:33
F1,1,175,5900,3,168,168,3021,2017-01-14 8:33,2017-01-14 8:53
F1,1,175,5900,3,168,168,2929,2017-01-14 8:53,2017-01-14 9:38
F1,1,175,5900,3,168,168,2929,2017-01-14 9:38,2017-01-14 10:23
F1,1,175,5900,3,168,168,2929,2017-01-14 10:23,2017-01-14 11:08
F1,1,175,5200,4,168,168,2929,2017-01-14 11:08,2017-01-14 11:48
F1,1,175,5700,4,168,168,2929,2017-01-14 11:48,2017-01-14 12:28
F1,1,175,6500,3,168,168,2929,2017-01-14 12:28,2017-01-14 13:21
F1,1,175,6000,3,168,168,2929,2017-01-14 13:21,2017-01-14 14:11
F1,2,175,6000,3,168,168,2929,2017-01-14 14:11,2017-01-14 15:01
F1,2,175,5900,3,168,168,3021,2017-01-14 15:01,2017-01-14 15:21
F1,2,175,5900,3,168,168,3021,2017-01-14 15:21,2017-01-14 15:41
F1,2,175,5900,3,168,168,2929,2017-01-14 15:41,2017-01-14 16:26
F1,2,175,5300,4,168,168.5,2929,2017-01-14 16:26,2017-01-14 17:06
F1,2,175,5500,3,168,168.5,2929,2017-01-14 17:06,2017-01-14 17:51
F1,2,175,6000,3,168,168.5,2929,2017-01-14 17:51,2017-01-14 18:41
F1,2,175,6000,3,168,168.5,2929,2017-01-14 18:41,2017-01-14 19:31
F1,2,175,6000,3,168,168.5,2929,2017-01-14 19:31,2017-01-14 20:21
F1,2,175,6000,3,168,168.5,2929,2017-01-14 20:21,2017-01-14 21:11
F1,2,175,5900,3,168,168.5,2929,2017-01-14 21:11,2017-01-14 21:56
F1,2,175,5900,3,168,168.5,2929,2017-01-14 21:56,2017-01-14 22:41
F1,3,175,5900,3,168,168.5,3021,2017-01-14 22:41,2017-01-14 23:01
F1,3,175,6000,3,168,168.6,2929,2017-01-14 23:01,2017-01-14 23:51
F1,3,175,7500,2,168,168.6,2929,2017-01-14 23:51,2017-01-15 0:31
F1,3,175,8200,2,168,168.6,2929,2017-01-15 0:31,2017-01-15 1:16
F1,3,175,5900,3,168,168.6,2929,2017-01-15 1:16,2017-01-15 2:01
F1,3,175,5900,3,168,168.6,2929,2017-01-15 2:01,2017-01-15 2:46
F1,3,154,7600,3,148,148,2929,2017-01-15 2:46,2017-01-15 3:26
F1,3,154,7600,3,148,148,2929,2017-01-15 3:26,2017-01-15 4:06
F1,3,154,7600,3,148,148.5,2929,2017-01-15 4:06,2017-01-15 4:46
F1,3,154,7600,3,148,148.5,2929,2017-01-15 4:46,2017-01-15 5:26
F1,3,155,7600,3,148,148.5,2929,2017-01-15 5:26,2017-01-15 6:06
F1,3,155,7600,3,148,148.5,2929,2017-01-15 6:06,2017-01-15 6:46
F1,1,155,7600,3,148,148.5,2929,2017-01-15 6:46,2017-01-15 7:26
F1,1,155,7600,3,148,148.5,2929,2017-01-15 7:26,2017-01-15 8:06
F1,1,155,7600,3,148,148.5,2929,2017-01-15 8:06,2017-01-15 8:46
F1,1,154,7600,3,148,148.5,2929,2017-01-15 8:46,2017-01-15 9:26
F1,1,155,7600,3,148,148.5,2929,2017-01-15 9:26,2017-01-15 10:06
F1,1,155,7600,3,148,148.6,2929,2017-01-15 10:06,2017-01-15 10:46
F1,1,154,7700,3,148,148.6,2929,2017-01-15 10:46,2017-01-15 11:36
F1,1,154,7600,3,148,148.6,2929,2017-01-15 11:36,2017-01-15 12:16
F1,1,154,7600,3,148,148.6,2929,2017-01-15 12:16,2017-01-15 12:56
F1,1,154,7600,3,148,148.6,2929,2017-01-15 12:56,2017-01-15 13:36
F1,1,154,7600,3,148,148.6,2929,2017-01-15 13:36,2017-01-15 14:16
F1,1,154,7600,3,148,148.6,2929,2017-01-15 14:16,2017-01-15 14:56
F1,2,154,7300,3,148,148.6,2929,2017-01-15 14:56,2017-01-15 15:36
F1,2,154,7300,3,148,148.6,2929,2017-01-15 15:36,2017-01-15 16:16
F1,2,154,7800,3,148,148,3021,2017-01-15 16:16,2017-01-15 16:46
F1,2,154,7450,3,148,148,2929,2017-01-15 16:46,2017-01-15 17:26
F1,2,154,7450,3,148,148,3021,2017-01-15 17:26,2017-01-15 17:53
F1,2,154,7450,3,148,148,2929,2017-01-15 17:53,2017-01-15 18:33
F1,2,154,7600,3,148,148,3021,2017-01-15 18:33,2017-01-15 18:55
F1,2,154,7600,3,148,148,2929,2017-01-15 18:55,2017-01-15 19:35
F1,2,154,7600,3,148,148,2929,2017-01-15 19:35,2017-01-15 20:15
F1,2,154,7450,3,148,148,2929,2017-01-15 20:15,2017-01-15 20:55
F1,2,154,7700,3,148,148,2929,2017-01-15 20:55,2017-01-15 21:45
F1,2,154,7450,3,148,148.5,2929,2017-01-15 21:45,2017-01-15 22:25
F1,3,154,7800,3,148,148.5,2929,2017-01-15 22:25,2017-01-15 23:20
F1,3,154,7300,3,148,148.5,2929,2017-01-15 23:20,2017-01-16 0:00
F1,3,154,7450,3,148,148.5,2929,2017-01-16 0:00,2017-01-16 0:40
F1,3,154,7450,3,148,148.5,2929,2017-01-16 0:40,2017-01-16 1:20
F1,3,154,7450,3,148,148.5,2929,2017-01-16 1:20,2017-01-16 2:00
F1,3,154,7700,3,148,148.5,2929,2017-01-16 2:00,2017-01-16 2:50
